reference,designation,fournisseur_code,categorie_code,sous_categorie,marque_compatible,poids_grammes,page_catalogue,source,actif
30DA012P00001,Treuil M100 3 phases 230/400,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA012P00002,Treuil M100 3 phases 230/400,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA012P00003,Treuil M200 3 phases 230/400 V -,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA012P00004,Treuil M200 3 phases 230/400 V -,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA012P00005,Treuil M200 3 phases 230/400,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA012P00006,Treuil M200 3 phases 230/400,SODIMAS,MACHINERIE,012,DALDOSS-MICROLIFT,,112,catalogue_sodimas_2019,true
30DA052P00001,Support de frein treuil - Microlift,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,202,113,catalogue_sodimas_2019,true
30DA052P00002,Support de frein treuil - Microlift,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,202,113,catalogue_sodimas_2019,true
30DA052P00003,Disque frein + garniture treuil -,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,175,113,catalogue_sodimas_2019,true
30DA052P00004,Disque frein + garniture treuil -,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,175,113,catalogue_sodimas_2019,true
30DA052P00005,Bobine de frein 48 V - Microlift,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,415,113,catalogue_sodimas_2019,true
30DA052P00006,Bobine de frein 48 V - Microlift,SODIMAS,MACHINERIE,052,DALDOSS-MICROLIFT,415,113,catalogue_sodimas_2019,true
30DI052P00001,Kit frein 2 bobines inclinées 48,SODIMAS,MACHINERIE,052,DIVERS,,129,catalogue_sodimas_2019,true
30DI052P00002,Kit frein 2 bobines inclinées 48,SODIMAS,MACHINERIE,052,DIVERS,,129,catalogue_sodimas_2019,true
30DI052P00003,Levier frein treuil Faer (fabrication,SODIMAS,MACHINERIE,052,DIVERS,150,129,catalogue_sodimas_2019,true
30DI992P00001,Accouplement huco pour enco-,SODIMAS,MACHINERIE,992,DIVERS,24,568,catalogue_sodimas_2019,true
30DI992P00002,Accouplement huco pour enco-,SODIMAS,MACHINERIE,992,DIVERS,24,568,catalogue_sodimas_2019,true
30FR052P00001,Levier frein treuil Faer (fabrication,SODIMAS,MACHINERIE,052,FAER,150,129,catalogue_sodimas_2019,true
30KO052P00001,"Frein complet + câble 1,3 m pour",SODIMAS,MACHINERIE,052,KONE,,163,catalogue_sodimas_2019,true
30KO052P00002,"Frein complet + câble 1,3 m pour",SODIMAS,MACHINERIE,052,KONE,,163,catalogue_sodimas_2019,true
30KO072P00001,Codeur Tamagawa TS5307N566,SODIMAS,MACHINERIE,072,KONE,168,164,catalogue_sodimas_2019,true
30KO072P00002,Codeur Tamagawa TS5307N566,SODIMAS,MACHINERIE,072,KONE,168,164,catalogue_sodimas_2019,true
30KO072P00003,Tachy RE.0444 L1-B 60 V 1000 t/,SODIMAS,MACHINERIE,072,KONE,,164,catalogue_sodimas_2019,true
30KO072P00004,Tachy RE.0444 L1-B 60 V 1000 t/,SODIMAS,MACHINERIE,072,KONE,,164,catalogue_sodimas_2019,true
30KO072P00005,KM950278G01,SODIMAS,MACHINERIE,072,KONE,720,164,catalogue_sodimas_2019,true
30KO072P00006,KM950278G01,SODIMAS,MACHINERIE,072,KONE,720,164,catalogue_sodimas_2019,true
30KO072P00007,Codeur pour GMX et variateur,SODIMAS,MACHINERIE,072,KONE,750,164,catalogue_sodimas_2019,true
30KO072P00008,Codeur pour GMX et variateur,SODIMAS,MACHINERIE,072,KONE,750,164,catalogue_sodimas_2019,true
30OT022P00001,Poulie 10 ATL (MCO9650) Ø 330 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00002,Poulie 10 ATL (MCO9650) Ø 330 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00003,Poulie 10 ATL (MCO9650) Ø 420 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00004,Poulie 10 ATL (MCO9650) Ø 420 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00005,Poulie 10 ATL (MCO9650) Ø 420 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00006,Poulie 10 ATL (MCO9650) Ø 420 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00007,Poulie 10 ATL (MCO9650) Ø 510 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00008,Poulie 10 ATL (MCO9650) Ø 510 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00009,Poulie 10 ATL (MCO9650) Ø 510 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00010,Poulie 10 ATL (MCO9650) Ø 510 -,SODIMAS,MACHINERIE,022,OTIS,,287,catalogue_sodimas_2019,true
30OT022P00011,Poulie 10 ATL (MCO9650) Ø 560 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00012,Poulie 10 ATL (MCO9650) Ø 560 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00013,Poulie 10 ATL (MCO9650) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00014,Poulie 10 ATL (MCO9650) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00015,Poulie 15 ATL (MCO9710) Ø 520 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00016,Poulie 15 ATL (MCO9710) Ø 520 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00017,Poulie 15 ATL (MCO9710) Ø 590 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00018,Poulie 15 ATL (MCO9710) Ø 590 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00019,Poulie 15 ATL (MCO9710) Ø 590 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00020,Poulie 15 ATL (MCO9710) Ø 590 -,SODIMAS,MACHINERIE,022,OTIS,,288,catalogue_sodimas_2019,true
30OT022P00021,Poulie 15 ATL (MCO9710) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00022,Poulie 15 ATL (MCO9710) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00023,Poulie 15 ATL (MCO9710) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00024,Poulie 15 ATL (MCO9710) Ø 610 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00025,Poulie 15 ATL (MCO9710) Ø 710 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00026,Poulie 15 ATL (MCO9710) Ø 710 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00027,Poulie 15 ATL (MCO9710) Ø 710 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00028,Poulie 15 ATL (MCO9710) Ø 710 -,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00029,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00030,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,289,catalogue_sodimas_2019,true
30OT022P00031,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00032,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00033,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00034,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00035,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00036,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00037,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00038,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00039,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00040,Poulie 11 VTR (9645H)/140 VAT,SODIMAS,MACHINERIE,022,OTIS,,290,catalogue_sodimas_2019,true
30OT022P00041,Poulie 10 ATL (MCO9650) Ø 560,SODIMAS,MACHINERIE,022,OTIS,45,291,catalogue_sodimas_2019,true
30OT022P00042,Poulie 10 ATL (MCO9650) Ø 560,SODIMAS,MACHINERIE,022,OTIS,45,291,catalogue_sodimas_2019,true
30OT022P00043,Poulie 160 VAT/13 VTR Ø 575 - 4,SODIMAS,MACHINERIE,022,OTIS,,291,catalogue_sodimas_2019,true
30OT022P00044,Poulie 160 VAT/13 VTR Ø 575 - 4,SODIMAS,MACHINERIE,022,OTIS,,291,catalogue_sodimas_2019,true
30OT022P00045,13 - 105°,SODIMAS,MACHINERIE,022,OTIS,,291,catalogue_sodimas_2019,true
30OT052P00001,Jeu 2 garnitures frein 13 VTR - 160,SODIMAS,MACHINERIE,052,OTIS,559,292,catalogue_sodimas_2019,true
30OT052P00002,Jeu 2 garnitures frein 13 VTR - 160,SODIMAS,MACHINERIE,052,OTIS,559,292,catalogue_sodimas_2019,true
30OT052P00003,Jeu 2 garnitures frein 11,SODIMAS,MACHINERIE,052,OTIS,224,292,catalogue_sodimas_2019,true
30OT052P00004,Jeu 2 garnitures frein 11,SODIMAS,MACHINERIE,052,OTIS,224,292,catalogue_sodimas_2019,true
30OT052P00005,Jeu de 2 garnitures frein 11 VT,SODIMAS,MACHINERIE,052,OTIS,195,292,catalogue_sodimas_2019,true
30OT052P00006,Jeu de 2 garnitures frein 11 VT,SODIMAS,MACHINERIE,052,OTIS,195,292,catalogue_sodimas_2019,true
30OT052P00007,Jeu de 2 garnitures frein treuil,SODIMAS,MACHINERIE,052,OTIS,189,292,catalogue_sodimas_2019,true
30OT052P00008,Jeu de 2 garnitures frein treuil,SODIMAS,MACHINERIE,052,OTIS,189,292,catalogue_sodimas_2019,true
30OT052P00009,Jeu de 2 garnitures pour treuil,SODIMAS,MACHINERIE,052,OTIS,652,292,catalogue_sodimas_2019,true
30OT052P00010,Jeu de 2 garnitures pour treuil,SODIMAS,MACHINERIE,052,OTIS,652,292,catalogue_sodimas_2019,true
30OT052P00011,Mâchoire 11 VTR - 2 vitesses,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00012,Mâchoire 11 VTR - 2 vitesses,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00013,Mâchoire treuil 18 ATF (T--2000.,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00014,Mâchoire treuil 18 ATF (T--2000.,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00015,Bobine frein 11 VT/11 VTR - 115 V,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00016,Bobine frein 11 VT/11 VTR - 115 V,SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00017,Ensemble ressort de frein 11 VTR,SODIMAS,MACHINERIE,052,OTIS,497,293,catalogue_sodimas_2019,true
30OT052P00018,Ensemble ressort de frein 11 VTR,SODIMAS,MACHINERIE,052,OTIS,497,293,catalogue_sodimas_2019,true
30OT052P00019,Kit frein 6D (treuil 11 BT et 16 BT),SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00022,Kit frein 6D (treuil 11 BT et 16 BT),SODIMAS,MACHINERIE,052,OTIS,,293,catalogue_sodimas_2019,true
30OT052P00023,Kit rétrofit frein treuil 10 ATL,SODIMAS,MACHINERIE,052,OTIS,,294,catalogue_sodimas_2019,true
30OT052P00024,Kit rétrofit frein treuil 10 ATL,SODIMAS,MACHINERIE,052,OTIS,,294,catalogue_sodimas_2019,true
30OT052P00025,Frein GeN2 - TCA20222BC5 -,SODIMAS,MACHINERIE,052,OTIS,62,294,catalogue_sodimas_2019,true
30OT052P00026,Frein GeN2 - TCA20222BC5 -,SODIMAS,MACHINERIE,052,OTIS,62,294,catalogue_sodimas_2019,true
30OT052P00027,Bobine frein 140 VAT 110 V,SODIMAS,MACHINERIE,052,OTIS,500,294,catalogue_sodimas_2019,true
30OT052P00028,Bobine frein 140 VAT 110 V,SODIMAS,MACHINERIE,052,OTIS,500,294,catalogue_sodimas_2019,true
30OT052P00029,Électro-frein 110 VCC pour treuil,SODIMAS,MACHINERIE,052,OTIS,,294,catalogue_sodimas_2019,true
30OT062P00001,Codeur 13 VTR JAA00633ABF003 - Encoder JAA00633ABF003- for,SODIMAS,MACHINERIE,062,OTIS,896,295,catalogue_sodimas_2019,true
30OT072P00001,Codeur 13 VTR JAA00633ABF003 - Encoder JAA00633ABF003- for,SODIMAS,MACHINERIE,072,OTIS,896,295,catalogue_sodimas_2019,true
30OT072P00002,Codeur 13 VTR -,SODIMAS,MACHINERIE,072,OTIS,637,295,catalogue_sodimas_2019,true
30OT072P00003,Codeur 13 VTR -,SODIMAS,MACHINERIE,072,OTIS,637,295,catalogue_sodimas_2019,true
30OT072P00004,Codeur complet pour GeN2. Co-,SODIMAS,MACHINERIE,072,OTIS,700,295,catalogue_sodimas_2019,true
30OT072P00005,Codeur complet pour GeN2. Co-,SODIMAS,MACHINERIE,072,OTIS,700,295,catalogue_sodimas_2019,true
30OT982P00001,Jeu de 8 charbons 240 AA4 -,SODIMAS,MACHINERIE,982,OTIS,441,296,catalogue_sodimas_2019,true
30OT982P00002,Jeu de 8 charbons 240 AA4 -,SODIMAS,MACHINERIE,982,OTIS,441,296,catalogue_sodimas_2019,true
30OT982P00003,Charbons 240 R3 pour GeN71/82,SODIMAS,MACHINERIE,982,OTIS,51,296,catalogue_sodimas_2019,true
30OT982P00004,Charbons 240 R3 pour GeN71/82,SODIMAS,MACHINERIE,982,OTIS,51,296,catalogue_sodimas_2019,true
30OT982P00005,Charbons 240 J1 pour moteur,SODIMAS,MACHINERIE,982,OTIS,36,296,catalogue_sodimas_2019,true
30OT982P00006,Charbons 240 J1 pour moteur,SODIMAS,MACHINERIE,982,OTIS,36,296,catalogue_sodimas_2019,true
30OT982P00007,Charbons 240 J3 pour moteur,SODIMAS,MACHINERIE,982,OTIS,33,296,catalogue_sodimas_2019,true
30OT982P00008,Charbons 240 J3 pour moteur,SODIMAS,MACHINERIE,982,OTIS,33,296,catalogue_sodimas_2019,true
30OT982P00009,Charbon 240 P2 pour GeN 65GA,SODIMAS,MACHINERIE,982,OTIS,41,296,catalogue_sodimas_2019,true
30OT982P00010,Charbon 240 P2 pour GeN 65GA,SODIMAS,MACHINERIE,982,OTIS,41,296,catalogue_sodimas_2019,true
30OT982P00011,"Charbons 240 P4 (44,5x38x9,5)",SODIMAS,MACHINERIE,982,OTIS,39,297,catalogue_sodimas_2019,true
30OT992P00001,Vis fixation poulie 8 VT - 11 VTR,SODIMAS,MACHINERIE,992,OTIS,400,298,catalogue_sodimas_2019,true
30SC022P00001,Poulie Ø 570 - largeur 87 - 4,SODIMAS,MACHINERIE,022,SCHINDLER,,426,catalogue_sodimas_2019,true
30SC022P00002,Poulie Ø 570 - largeur 87 - 4,SODIMAS,MACHINERIE,022,SCHINDLER,,426,catalogue_sodimas_2019,true
30SC052P00001,Mâchoire de frein aluminium,SODIMAS,MACHINERIE,052,SCHINDLER,802,427,catalogue_sodimas_2019,true
30SC052P00002,Mâchoire de frein aluminium,SODIMAS,MACHINERIE,052,SCHINDLER,802,427,catalogue_sodimas_2019,true
30SC052P00003,Kit frein W140 - 48 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00004,Kit frein W140 - 48 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00005,Kit frein W140 - 110 VCC rempla-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00006,Kit frein W140 - 110 VCC rempla-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00007,Kit frein W140 - 220 VCA rempla-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00008,Kit frein W140 - 220 VCA rempla-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00009,Kit frein W54-W54K - 80 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00010,Kit frein W54-W54K - 80 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00011,Kit frein W54-W54K - 180 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00012,Kit frein W54-W54K - 180 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00013,Kit frein W53 - 48 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00014,Kit frein W53 - 48 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00015,Kit frein W53 - 110 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00016,Kit frein W53 - 110 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00017,Kit frein W53 - 220 VCA remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00018,Kit frein W53 - 220 VCA remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00019,Kit frein W55-W56-W57 - 80 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00020,Kit frein W55-W56-W57 - 80 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,428,catalogue_sodimas_2019,true
30SC052P00021,Kit frein W55-W56-W57 - 180 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,429,catalogue_sodimas_2019,true
30SC052P00022,Kit frein W55-W56-W57 - 180 VCC,SODIMAS,MACHINERIE,052,SCHINDLER,,429,catalogue_sodimas_2019,true
30SC052P00023,Électro-frein Binder 205 VCC pour,SODIMAS,MACHINERIE,052,SCHINDLER,350,429,catalogue_sodimas_2019,true
30SC052P00024,Électro-frein Binder 205 VCC pour,SODIMAS,MACHINERIE,052,SCHINDLER,350,429,catalogue_sodimas_2019,true
30SC052P00025,l’unité,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00026,Kit frein W140 - 48 VCC remplace-,SODIMAS,MACHINERIE,052,SCHINDLER,,427,catalogue_sodimas_2019,true
30SC052P00028,Kit contact frein,SODIMAS,MACHINERIE,052,SCHINDLER,100,429,catalogue_sodimas_2019,true
30SC072P00001,Codeur absolu AGSI 593082,SODIMAS,MACHINERIE,072,SCHINDLER,920,430,catalogue_sodimas_2019,true
30SC072P00002,Codeur absolu AGSI 593082,SODIMAS,MACHINERIE,072,SCHINDLER,920,430,catalogue_sodimas_2019,true
30SC992P00001,Câble engagement pignon accto.,SODIMAS,MACHINERIE,992,SCHINDLER,294,431,catalogue_sodimas_2019,true
30SC992P00002,Câble engagement pignon accto.,SODIMAS,MACHINERIE,992,SCHINDLER,294,431,catalogue_sodimas_2019,true
30SC992P00003,Ventilateur RV-140 380/400 V -,SODIMAS,MACHINERIE,992,SCHINDLER,5,431,catalogue_sodimas_2019,true
30SC992P00004,Ventilateur RV-140 380/400 V -,SODIMAS,MACHINERIE,992,SCHINDLER,5,431,catalogue_sodimas_2019,true
30SC992P00005,Ventilateur RV-146 380/400 V -,SODIMAS,MACHINERIE,992,SCHINDLER,340,431,catalogue_sodimas_2019,true
30SC992P00006,Ventilateur RV-146 380/400 V -,SODIMAS,MACHINERIE,992,SCHINDLER,340,431,catalogue_sodimas_2019,true
30SC992P00007,Set de joints pour treuil W140,SODIMAS,MACHINERIE,992,SCHINDLER,26,431,catalogue_sodimas_2019,true
30SO052P00008,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00009,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00011,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00012,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00015,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00016,Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00017,Bobine 48Vcc pour nouveau,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30SO052P00018,Bobine 48Vcc pour nouveau,SODIMAS,MACHINERIE,052,MONITOR,,241,catalogue_sodimas_2019,true
30TH052P00001,Kit frein double pour treuil,SODIMAS,MACHINERIE,052,THYSSEN,,540,catalogue_sodimas_2019,true
30TH072P00001,Codeur WDG100H-38-1024-ABN-,SODIMAS,MACHINERIE,072,THYSSEN,,541,catalogue_sodimas_2019,true
31OR012P00001,Codeur pour limiteur Orona - 150,SODIMAS,SUSPENSION,012,ORONA,30,269,catalogue_sodimas_2019,true
31OR012P00002,Codeur pour limiteur Orona - 150,SODIMAS,SUSPENSION,012,ORONA,30,269,catalogue_sodimas_2019,true
31OT012P00001,Contact poulie tendeuse B9669 -,SODIMAS,SUSPENSION,012,OTIS,260,299,catalogue_sodimas_2019,true
31OT012P00002,Contact poulie tendeuse B9669 -,SODIMAS,SUSPENSION,012,OTIS,260,299,catalogue_sodimas_2019,true
31OT012P00003,Contact K0177AA8 pour limiteur,SODIMAS,SUSPENSION,012,OTIS,115,299,catalogue_sodimas_2019,true
31OT012P00004,Contact K0177AA8 pour limiteur,SODIMAS,SUSPENSION,012,OTIS,115,299,catalogue_sodimas_2019,true
31OT052P00001,- L 30 m,SODIMAS,SUSPENSION,052,OTIS,,300,catalogue_sodimas_2019,true
31OT052P00002,- L 30 m,SODIMAS,SUSPENSION,052,OTIS,,300,catalogue_sodimas_2019,true
31OT052P00003,- L 80 m,SODIMAS,SUSPENSION,052,OTIS,,300,catalogue_sodimas_2019,true
31OT052P00004,- L 80 m,SODIMAS,SUSPENSION,052,OTIS,,300,catalogue_sodimas_2019,true
31OT052P00005,- L 150 m,SODIMAS,SUSPENSION,052,OTIS,,300,catalogue_sodimas_2019,true
31SC012P00001,"Joint torique Ø 29,5 pour galet de",SODIMAS,SUSPENSION,012,SCHINDLER,5,432,catalogue_sodimas_2019,true
31SC012P00002,"Joint torique Ø 29,5 pour galet de",SODIMAS,SUSPENSION,012,SCHINDLER,5,432,catalogue_sodimas_2019,true
31SC012P00003,Jeu de 2 joints toriques pour galet SET OF 2 RUBBER - FOR ROLLER,SODIMAS,SUSPENSION,012,SCHINDLER,5,432,catalogue_sodimas_2019,true
31SC012P00004,Jeu de 2 joints toriques pour galet SET OF 2 RUBBER - FOR ROLLER,SODIMAS,SUSPENSION,012,SCHINDLER,5,432,catalogue_sodimas_2019,true
33DA012P00001,Coulisseau cabine ST396 -,SODIMAS,CABINE,012,DALDOSS-MICROLIFT,46,114,catalogue_sodimas_2019,true
33DA012P00002,Coulisseau cabine ST396 -,SODIMAS,CABINE,012,DALDOSS-MICROLIFT,46,114,catalogue_sodimas_2019,true
33DA992P00001,Ensemble fin de course assemblé,SODIMAS,CABINE,992,DALDOSS-MICROLIFT,,115,catalogue_sodimas_2019,true
33DI012P00001,"Coulisseau à rotule guide de 5,5",SODIMAS,CABINE,012,DIVERS,868,542,catalogue_sodimas_2019,true
33DI012P00002,"Coulisseau à rotule guide de 5,5",SODIMAS,CABINE,012,DIVERS,868,542,catalogue_sodimas_2019,true
33DI012P00003,"Coulisseau à rotule guide de 10,5",SODIMAS,CABINE,012,DIVERS,862,542,catalogue_sodimas_2019,true
33DI012P00004,"Coulisseau à rotule guide de 10,5",SODIMAS,CABINE,012,DIVERS,862,542,catalogue_sodimas_2019,true
33DI012P00005,"Coulisseau à rotule guide de 16,5",SODIMAS,CABINE,012,DIVERS,849,542,catalogue_sodimas_2019,true
33DI012P00006,"Coulisseau à rotule guide de 16,5",SODIMAS,CABINE,012,DIVERS,849,542,catalogue_sodimas_2019,true
33DI012P00007,"Garniture G9,5 pour coulisseau",SODIMAS,CABINE,012,DIVERS,70,542,catalogue_sodimas_2019,true
